months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital-gains,capital-loss,incident_date,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,incident_type_Multi-vehicle Collision,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_?,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,policy_year
399,55,984948,1993-04-14,IL,2000,995.56,0,464665,MALE,JD,not-in-family,0,-65400,2015-02-07,1,NY,23,3,YES,1,1,YES,88400,17680,8840,61880,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1993
305,49,890328,2009-08-23,IL,2000,1347.92,0,430853,FEMALE,High School,own-child,0,-42100,2015-02-17,1,NY,21,3,YES,0,2,?,66550,12100,6050,48400,2003,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009
276,47,803294,1993-06-18,IN,1000,1724.09,0,615712,MALE,PhD,own-child,0,0,2015-01-12,1,NY,23,3,YES,0,0,?,65780,5980,11960,47840,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993
257,40,414913,2012-07-17,IN,500,1379.93,0,608228,MALE,MD,husband,0,0,2015-02-01,1,NY,6,3,?,0,2,YES,51810,9420,4710,37680,2002,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012
78,31,414519,1999-01-25,IN,1000,1554.64,4000000,457535,MALE,PhD,own-child,0,-27900,2015-02-03,1,WV,21,1,NO,1,0,NO,55660,5060,10120,40480,2009,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
129,28,818413,1990-02-23,OH,1000,1377.94,0,442540,MALE,Masters,not-in-family,0,0,2015-02-21,1,NY,23,1,?,2,3,?,44640,9920,4960,29760,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1990
283,46,487356,2000-08-30,IL,2000,1313.33,0,455332,FEMALE,PhD,husband,53500,-73600,2015-01-09,1,NY,3,3,?,1,3,NO,77660,7060,14120,56480,2004,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2000
85,25,159768,2008-09-03,IN,500,1259.02,0,439534,FEMALE,JD,unmarried,67000,-53600,2015-02-16,0,SC,8,1,NO,2,2,?,5640,940,940,3760,2005,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2008
101,26,865839,1991-08-02,IL,1000,1371.88,0,462420,FEMALE,MD,husband,0,0,2015-02-04,0,VA,4,1,?,2,2,?,3190,580,580,2030,1995,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1991
96,30,406567,2001-09-25,OH,500,1399.27,6000000,448913,MALE,College,wife,38900,-48700,2015-02-24,1,NC,22,1,?,0,0,YES,53440,0,6680,46760,2004,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2001
121,31,623032,2007-03-11,IL,1000,1061.98,6000000,440837,FEMALE,JD,unmarried,0,0,2015-02-01,1,WV,16,1,NO,0,1,YES,65250,7250,7250,50750,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2007
176,39,935442,2010-11-20,OH,500,1365.46,4000000,466634,MALE,College,unmarried,0,-56600,2015-02-05,1,SC,14,3,NO,2,1,NO,44280,4920,4920,34440,2008,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
159,37,106873,1998-08-28,IL,1000,894.4,0,446435,MALE,Associate,wife,0,-53700,2015-01-07,1,NY,13,1,YES,2,0,NO,70290,7810,7810,54670,1999,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
120,30,563878,2002-07-16,IN,500,956.69,0,438237,FEMALE,Associate,husband,39600,-64300,2015-02-06,1,NY,20,1,?,1,1,YES,87100,8710,8710,69680,2000,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2002
212,35,620855,1990-04-29,IN,2000,1123.89,0,468313,MALE,MD,unmarried,35400,-49200,2015-01-21,1,NY,0,3,?,1,3,?,50380,4580,4580,41220,1996,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1990
290,45,583169,1998-02-01,IL,500,1085.03,0,476303,FEMALE,JD,wife,0,-61000,2015-03-01,1,VA,23,3,YES,2,2,NO,64800,12960,6480,45360,2014,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1998
299,42,337677,2008-07-20,OH,2000,1437.33,0,450339,FEMALE,Associate,wife,25000,0,2015-02-24,1,SC,13,1,YES,1,3,NO,70400,12800,12800,44800,2000,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2008
66,26,445973,1998-11-13,IL,1000,988.29,0,476502,MALE,College,own-child,0,0,2015-02-02,1,NY,8,1,?,2,2,YES,57860,0,10520,47340,2008,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
334,47,156694,2001-05-24,IL,500,1238.89,0,600561,MALE,Masters,other-relative,0,0,2015-01-31,0,WV,3,1,?,0,3,NO,6240,960,960,4320,2011,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2001
216,38,421940,2014-06-03,IN,1000,1384.64,5000000,600754,FEMALE,Associate,unmarried,0,0,2015-01-09,1,VA,16,1,?,2,3,NO,66600,16650,11100,38850,2012,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014
86,28,613226,1991-08-22,IN,2000,1595.07,0,439304,MALE,PhD,unmarried,75800,0,2015-02-23,1,VA,19,1,YES,0,2,YES,70920,11820,11820,47280,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1991
429,56,804410,1998-12-12,OH,1000,1127.89,6000000,460722,MALE,Associate,own-child,67400,-43800,2015-01-28,1,WV,0,1,YES,2,0,YES,39480,6580,6580,26320,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998
257,43,553565,1999-02-18,IN,2000,929.7,6000000,618632,FEMALE,PhD,husband,46400,-74300,2015-01-14,1,VA,12,1,?,2,2,YES,63240,10540,5270,47430,2005,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
15,34,399524,1997-10-30,IL,1000,1829.63,0,452204,MALE,JD,not-in-family,56700,0,2015-02-03,1,SC,21,3,YES,1,0,?,67650,12300,6150,49200,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997
230,39,331595,1999-11-29,IL,1000,904.7,7000000,454530,FEMALE,MD,unmarried,68600,-22300,2015-02-17,1,SC,0,1,?,1,3,NO,74200,14840,14840,44520,2002,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
250,43,380067,2013-07-07,OH,1000,1243.84,0,474848,FEMALE,JD,own-child,47900,-73400,2015-01-30,1,VA,22,1,YES,1,3,NO,64900,12980,12980,38940,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2013
270,44,701521,2003-07-05,IL,2000,1030.95,0,435985,FEMALE,Associate,other-relative,47200,0,2015-02-03,1,NC,20,3,?,1,0,NO,35900,7180,3590,25130,2007,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003
65,26,360770,2005-09-21,IN,500,1285.03,3000000,457942,FEMALE,High School,unmarried,0,-41500,2015-02-03,1,VA,0,1,NO,1,3,?,52200,5220,10440,36540,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2005
475,57,958785,1995-02-18,OH,500,1216.56,0,436522,MALE,Masters,own-child,67400,-83200,2015-01-31,1,SC,20,1,?,0,2,NO,78000,6500,13000,58500,2000,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1995
77,27,797934,1999-04-07,IN,2000,966.26,0,471704,FEMALE,High School,own-child,56400,-32800,2015-02-06,1,NY,1,3,YES,0,0,?,67200,6720,6720,53760,1995,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999
256,43,883980,2014-12-13,OH,500,1203.17,0,455810,FEMALE,MD,unmarried,56700,-65600,2015-02-06,1,WV,11,1,NO,0,0,?,63250,11500,5750,46000,1997,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014
229,37,340614,1997-06-01,IL,2000,1212.12,0,446544,FEMALE,MD,not-in-family,65600,0,2015-01-29,1,WV,14,3,YES,1,1,YES,68760,11460,5730,51570,1995,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997
110,28,435784,2013-07-13,OH,1000,1573.93,0,461919,MALE,College,other-relative,30400,0,2015-01-07,1,NY,20,3,YES,0,2,?,65040,10840,10840,43360,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013
177,33,563837,2002-12-30,IL,1000,1609.67,0,470128,MALE,College,wife,0,-13200,2015-01-20,1,SC,22,1,?,1,3,?,82800,20700,13800,48300,2004,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2002
292,44,200827,1997-02-28,OH,500,1097.57,0,462836,MALE,PhD,unmarried,0,0,2015-02-28,1,SC,12,1,NO,1,0,YES,61700,6170,6170,49360,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1997
451,61,533941,1998-06-18,IN,2000,1618.65,2000000,475407,FEMALE,Associate,unmarried,0,-42600,2015-02-04,1,OH,3,3,YES,2,1,YES,78100,15620,7810,54670,1997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998
61,24,265026,1996-02-08,IN,500,922.67,0,473611,FEMALE,College,other-relative,47400,0,2015-01-12,1,SC,15,3,YES,2,1,?,65520,9360,9360,46800,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996
150,30,354481,2004-11-17,IN,1000,1342.02,0,608425,MALE,MD,own-child,0,0,2015-02-28,0,VA,8,1,YES,0,2,NO,4500,450,450,3600,1999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2004
283,41,566720,2012-10-25,OH,500,1195.01,0,476227,FEMALE,Associate,own-child,60700,-54300,2015-01-08,1,WV,13,3,NO,0,2,?,42700,0,6100,36600,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012
291,46,832746,2006-04-13,OH,1000,994.74,0,452701,FEMALE,High School,own-child,0,-55300,2015-01-25,1,SC,8,1,NO,2,2,YES,5580,620,620,4340,2005,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2006
162,31,386690,2006-02-21,IN,1000,1050.24,0,456789,FEMALE,Masters,wife,30700,0,2015-02-26,0,NC,7,1,?,0,0,NO,3600,360,720,2520,2013,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2006
154,36,979285,2003-12-17,IL,2000,1313.51,7000000,600904,FEMALE,Masters,own-child,68500,0,2015-02-03,0,SC,9,1,?,2,0,?,2800,280,280,2240,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2003
289,47,594722,1999-07-31,OH,2000,1102.29,0,450889,FEMALE,Associate,own-child,73000,-37900,2015-01-31,1,VA,15,1,NO,1,0,YES,54000,6000,6000,42000,1996,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
10,19,216738,2014-08-05,IN,1000,1185.78,0,478837,FEMALE,JD,wife,0,-60700,2015-02-01,1,NC,5,1,?,0,2,?,48950,4450,8900,35600,2011,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2014
309,47,369048,2011-06-05,IL,500,1527.95,0,611322,MALE,PhD,other-relative,69400,0,2015-02-21,1,WV,15,4,YES,0,1,?,77800,15560,15560,46680,2002,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011
396,57,514424,1992-10-11,IN,1000,1366.39,0,438180,MALE,High School,other-relative,0,-22400,2015-01-30,1,NC,22,3,YES,2,1,NO,52560,11680,5840,35040,1995,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992
273,41,954191,2010-02-17,OH,1000,1403.9,0,449793,FEMALE,PhD,own-child,0,0,2015-01-31,1,VA,16,2,?,1,2,YES,44110,4010,8020,32080,2015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
129,30,150181,2007-05-06,IL,2000,927.23,0,450730,FEMALE,PhD,husband,51500,0,2015-01-13,1,SC,7,1,NO,1,3,?,74360,13520,6760,54080,2009,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2007
140,31,388671,1997-05-01,OH,2000,1554.86,6000000,608758,FEMALE,JD,wife,59000,0,2015-02-16,0,WV,2,1,YES,1,2,?,6120,680,680,4760,2002,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1997
419,53,457244,1998-01-28,IL,2000,736.07,6000000,445339,MALE,College,unmarried,45700,0,2015-02-04,1,SC,17,4,?,0,0,YES,62280,5190,10380,46710,2012,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1998
315,44,206667,1993-05-05,IL,1000,974.16,6000000,438328,FEMALE,Masters,other-relative,0,-56800,2015-02-07,1,NY,12,3,?,1,0,YES,26730,4860,4860,17010,2006,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1993
72,29,745200,1994-08-06,OH,500,973.8,0,479913,FEMALE,Associate,own-child,0,-85900,2015-01-16,1,WV,9,1,?,1,0,NO,66200,6620,6620,52960,2013,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1994
32,26,412703,2014-11-14,OH,2000,1260.32,6000000,460760,MALE,JD,not-in-family,0,-79800,2015-02-28,1,VA,16,1,?,1,2,?,45500,9100,4550,31850,2009,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2014
230,41,736771,1991-12-14,IN,1000,1464.03,0,444797,MALE,JD,own-child,0,0,2015-02-08,1,NY,19,3,?,2,0,?,53040,4420,4420,44200,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1991
157,32,347984,2009-10-21,OH,2000,617.11,0,436711,MALE,College,other-relative,0,-54100,2015-01-02,1,VA,14,3,?,1,2,NO,50800,10160,5080,35560,2013,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009
265,41,626074,1997-09-29,IN,2000,1724.46,6000000,432491,FEMALE,Associate,own-child,81800,0,2015-01-13,1,SC,18,3,?,1,3,?,44200,4420,4420,35360,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997
47,34,218109,2003-12-31,IL,500,1161.31,0,617527,FEMALE,PhD,other-relative,64800,-24300,2015-01-07,1,SC,23,1,YES,1,3,?,62920,11440,5720,45760,2012,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2003
113,29,999435,2008-01-01,OH,2000,1091.73,0,601213,MALE,PhD,not-in-family,36100,-42300,2015-01-05,1,NY,15,3,?,0,2,YES,49950,5550,5550,38850,2004,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008
289,46,858060,2004-05-31,IL,2000,1209.07,0,604138,MALE,JD,unmarried,0,0,2015-02-28,1,NC,18,1,YES,0,1,YES,56430,6270,6270,43890,1995,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004
254,41,500384,2013-12-18,IL,2000,1241.04,0,431361,FEMALE,Masters,own-child,0,0,2015-01-04,1,NY,16,1,NO,2,2,YES,100210,18220,18220,63770,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013
115,30,903785,2000-08-24,OH,500,1757.21,0,477695,MALE,High School,wife,46400,0,2015-02-02,1,NY,12,3,NO,1,0,YES,49140,5460,5460,38220,2007,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2000
236,38,873859,1992-10-14,OH,1000,802.24,0,612597,FEMALE,College,not-in-family,0,-62500,2015-02-23,1,WV,16,1,NO,0,1,?,66840,16710,5570,44560,2014,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1992
7,21,204294,1991-11-16,IN,1000,1342.72,0,445638,MALE,Associate,wife,0,-45300,2015-02-10,1,NY,21,1,?,1,2,?,62460,6940,6940,48580,2003,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1991
208,36,467106,1995-10-08,OH,2000,1209.41,5000000,476185,MALE,JD,wife,0,0,2015-02-16,1,NY,15,3,YES,0,1,?,62810,11420,11420,39970,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1995
126,33,357713,2007-10-28,OH,1000,1141.71,2000000,435995,FEMALE,JD,own-child,36700,-73400,2015-01-04,1,WV,21,1,YES,1,2,?,54160,6770,6770,40620,2009,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2007
48,35,890026,2008-05-16,IL,500,1090.03,0,430232,FEMALE,JD,unmarried,0,-51000,2015-01-30,1,WV,1,1,YES,0,2,NO,48400,9680,4840,33880,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2008
297,48,751612,2009-06-22,IN,1000,1464.73,3000000,443861,MALE,PhD,other-relative,54900,-36700,2015-01-25,1,NY,17,3,?,0,0,NO,51480,5720,5720,40040,2013,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009
160,36,876680,2012-05-10,OH,1000,1118.58,0,460801,FEMALE,High School,husband,0,-36600,2015-01-22,1,NY,5,3,NO,2,1,NO,51700,5170,10340,36190,2003,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012
406,58,756981,2003-10-02,OH,2000,1117.04,0,605121,MALE,MD,own-child,0,-42700,2015-01-01,1,WV,15,3,?,1,2,?,65520,10920,5460,49140,2009,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2003
157,31,121439,1990-08-02,IN,500,1257.83,7000000,458622,MALE,High School,own-child,40700,-41600,2015-02-14,1,OH,2,4,NO,2,2,NO,47700,4770,9540,33390,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990
146,31,411289,1997-09-16,OH,2000,1082.72,0,478661,FEMALE,PhD,not-in-family,61400,-57500,2015-01-15,0,SC,3,1,YES,2,0,NO,5220,580,580,4060,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1997
409,57,538466,1995-07-29,IN,1000,1191.8,6000000,435299,MALE,High School,unmarried,55600,0,2015-01-06,1,NY,19,1,NO,1,0,?,73320,6110,12220,54990,2012,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1995
252,46,932097,2005-09-06,IN,1000,1242.02,0,601961,MALE,Masters,wife,0,-28800,2015-02-08,1,VA,17,1,YES,0,2,YES,74900,14980,7490,52430,2003,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2005
6,27,463727,1992-08-05,OH,500,1075.71,0,604328,FEMALE,High School,unmarried,0,-47400,2015-02-17,1,WV,7,1,?,0,1,YES,3190,580,290,2320,2015,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1992
103,33,552618,1993-01-22,IN,1000,969.88,6000000,614385,MALE,MD,own-child,0,0,2015-01-21,1,NY,21,1,NO,1,0,YES,76920,12820,6410,57690,2002,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1993
369,53,936638,1995-05-20,OH,2000,1459.93,0,438584,FEMALE,Masters,not-in-family,0,0,2015-02-09,1,WV,10,2,YES,1,3,NO,77990,7090,14180,56720,2012,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995
261,46,348814,1992-09-24,IL,1000,1245.61,0,478703,MALE,MD,own-child,0,0,2015-02-12,1,NY,11,1,YES,1,0,?,59670,9180,9180,41310,2008,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1992
159,33,944102,2007-07-20,IN,2000,1462.76,0,615683,FEMALE,College,husband,69200,-36900,2015-02-24,1,NY,23,3,YES,2,0,NO,44880,8160,4080,32640,2004,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2007
344,51,689901,1992-04-28,IN,2000,1398.46,0,455672,MALE,Associate,other-relative,0,0,2015-02-02,1,NC,14,1,?,0,2,NO,82830,7530,15060,60240,2004,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1992
437,60,901083,1998-01-19,OH,1000,1269.64,0,602942,FEMALE,College,unmarried,48800,0,2015-02-14,1,SC,10,1,NO,1,3,NO,84480,7680,15360,61440,2012,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1998
65,30,396224,2009-09-08,IN,500,1455.65,4000000,616706,FEMALE,College,wife,0,-66300,2015-02-15,1,WV,6,3,?,2,3,NO,79800,15960,7980,55860,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009
280,41,682178,1994-12-18,OH,2000,1140.31,0,473243,MALE,MD,husband,29300,-64700,2015-02-28,1,WV,10,3,?,0,3,YES,53020,9640,9640,33740,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1994
269,45,596298,1996-08-23,IN,500,1330.46,0,435552,FEMALE,High School,wife,54800,-64100,2015-01-18,1,VA,5,3,?,0,0,NO,24200,2200,4400,17600,2008,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1996
275,40,253005,1991-11-20,OH,2000,1190.6,0,434206,MALE,Masters,unmarried,0,-45300,2015-01-06,1,OH,17,1,?,1,3,YES,43230,7860,7860,27510,2001,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1991
265,45,985924,1998-10-28,OH,500,972.5,0,469895,FEMALE,College,unmarried,0,0,2015-01-19,0,NC,3,1,NO,2,3,NO,3190,290,580,2320,1995,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1998
283,43,631565,1997-07-14,IN,2000,1161.91,0,457722,FEMALE,Associate,not-in-family,0,-50400,2015-01-17,0,WV,9,1,?,0,3,NO,5850,1300,650,3900,2006,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1997
84,29,630998,2003-04-09,OH,1000,1117.17,0,473645,FEMALE,High School,not-in-family,0,-29900,2015-02-12,1,SC,6,1,YES,2,0,YES,6820,620,1240,4960,2005,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2003
247,44,926665,1992-02-04,OH,2000,1101.51,0,619108,FEMALE,College,not-in-family,64000,0,2015-02-11,1,NY,22,3,NO,2,2,NO,69480,11580,11580,46320,2008,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992
56,29,302669,2006-06-29,IL,1000,1523.17,0,610479,MALE,Masters,own-child,0,0,2015-02-21,1,PA,10,3,?,1,2,YES,94560,7880,15760,70920,1995,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006
210,39,620020,1997-06-21,OH,1000,984.45,0,474998,MALE,Associate,unmarried,0,0,2015-01-02,0,NC,4,1,YES,1,2,?,7800,780,780,6240,1997,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1997
108,32,439828,2006-09-07,OH,2000,1257.0,4000000,616341,FEMALE,High School,unmarried,63900,-43700,2015-01-11,1,WV,23,1,NO,1,3,NO,61270,5570,11140,44560,1999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2006
328,49,971295,2001-10-01,OH,500,1434.51,0,460535,FEMALE,Masters,wife,0,0,2015-02-23,1,NY,19,1,?,0,2,YES,71440,8930,8930,53580,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2001
186,37,165565,2009-02-20,OH,2000,1628.0,0,606487,FEMALE,JD,unmarried,0,0,2015-01-28,1,NY,22,1,YES,1,2,YES,55600,11120,5560,38920,2009,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2009
277,44,936543,2001-06-26,IN,500,1412.31,0,620737,MALE,High School,unmarried,0,0,2015-02-01,1,NC,6,1,NO,1,3,NO,5000,1000,500,3500,2005,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2001
138,33,296960,1997-01-18,IL,500,1362.87,5000000,445904,FEMALE,JD,own-child,56900,-56900,2015-02-24,1,NY,6,1,NO,2,0,?,95810,14740,14740,66330,2007,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1997
208,41,501692,2014-06-24,IN,1000,1134.68,0,464145,FEMALE,College,husband,0,0,2015-01-20,1,SC,18,1,NO,2,2,?,69300,6930,13860,48510,1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014
147,37,525224,1992-10-02,IN,1000,1306.78,0,466818,MALE,MD,other-relative,0,0,2015-01-14,1,SC,22,1,?,1,0,NO,81120,13520,20280,47320,1995,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1992
8,21,355085,2012-10-09,IN,500,1021.9,0,464237,MALE,High School,husband,0,0,2015-02-05,1,WV,21,1,?,0,0,?,91260,14040,14040,63180,2012,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012
297,48,830729,1993-02-10,IN,1000,1538.6,0,618455,FEMALE,MD,wife,0,-54700,2015-01-11,1,SC,12,1,?,0,0,?,60600,6060,12120,42420,2004,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1993
150,31,651948,1994-09-28,IN,1000,1354.5,0,456602,MALE,Masters,husband,52800,0,2015-01-02,1,NY,6,3,?,0,3,YES,64800,6480,12960,45360,2000,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994
4,34,424358,2003-05-24,OH,500,1282.93,0,616126,FEMALE,College,other-relative,0,0,2015-02-12,1,WV,0,4,?,0,0,?,66880,6080,12160,48640,1996,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003
210,35,131478,1991-12-25,IL,1000,1346.27,0,468508,MALE,Masters,not-in-family,44900,-91400,2015-01-03,1,WV,11,1,NO,0,2,?,58200,5820,5820,46560,2013,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1991
91,31,268833,1999-09-18,IN,1000,1338.4,4000000,431937,FEMALE,High School,own-child,63600,0,2015-02-25,1,NC,19,1,?,1,0,NO,60570,6730,6730,47110,2011,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1999
167,36,287489,1994-02-03,IL,1000,949.44,0,448603,FEMALE,Masters,other-relative,0,-38400,2015-01-19,1,NC,22,3,?,0,0,NO,69680,8710,8710,52260,2008,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1994
467,58,808153,2003-01-18,IN,2000,977.4,0,444500,MALE,Masters,own-child,82200,0,2015-01-03,1,NY,2,1,YES,2,3,NO,55700,5570,11140,38990,2014,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2003
264,47,687639,2005-03-07,IN,2000,1181.46,10000000,601117,FEMALE,JD,other-relative,0,-67400,2015-02-12,1,OH,16,4,YES,1,2,YES,62370,5670,5670,51030,2001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005
270,45,497347,2003-08-23,OH,500,1187.53,0,615383,FEMALE,PhD,not-in-family,83200,-53300,2015-02-24,1,VA,23,3,?,0,0,YES,54340,9880,0,44460,2005,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003
310,48,439660,2002-07-11,OH,1000,845.16,0,434342,FEMALE,Masters,other-relative,0,0,2015-02-25,1,NC,21,1,YES,1,0,NO,55170,6130,6130,42910,2005,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2002
143,34,847123,2014-03-19,IL,500,1442.27,0,435100,MALE,College,wife,67900,0,2015-02-17,1,NY,10,1,?,2,3,YES,58500,11700,5850,40950,1999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014
